Key,EN,ZH
DOCK_ELDER_A_02,"Break your shell, brother!",打破你的外壳，兄弟！
DOCK_ELDER_A_01,"Burn your claws, sister!",烧伤你的爪子，姐姐！
MEMORY_HUNTER_QUEEN_06,"For you, I sing...",给你，我唱歌...
SPRINTMASTER_01,Movement is life!,运动就是生命！
CITADEL_MITE_GIANT_03,Scalding breath... take cover...,烫呼吸...掩护...
SPRINTMASTER_02,"Faster now, faster now!",现在更快，现在更快！
MOORWING_04,Kill the captors!,杀死绑架者！
MOORWING_02,Free to fly...,免费飞行...
GRUBFARMER_MIMIC_02,No more me?...,没有我吗？...
PHANTOM_08,Free me!,释放我！
MOORWING_01,Free to feed...,免费喂食...
THREAD_MEMORY_GRUBFARMER_NEST_03,The one who serves...,服务的人...
PILGRIM_MERCHANT_01,Long and lonely halls...,漫长而孤独的大厅...
VAULTKEEPER_CARDINIUS_05,Pharloom! Reveal your secrets...,滑织！揭示你的秘密...
ROACHKEEPER_02,Bind them...,束缚他们...
PILGRIM_SHOPKEEP_04,O holy gleam!,哦，天哪！
FLEA_TRACKER_LONE_03,Lost lands...,丢失的土地...
THREAD_MEMORY_GRUBFARMER_NEST_05,The one to fear...,一个害怕的人...
DOCTOR_FLY_04,"They hate, they lie!",他们讨厌，撒谎！
CHAPEL_SHAMAN_01,...Our power...,...我们的力量...
DOCTOR_FLY_02,None else can see the truth...,没人能看到真相...
MOSSCRAWLER_GIANT_04,Change... hidden change...,更改...隐藏的变化...
CORAL_JUDGE_CHILD_05,Let&#8217;s grow holy!,让我们的成长圣洁！
SNITCH_CAVE_03,Treasures and trinkets...,宝藏和小饰品...
SWAMP_DRIFTER_03,Land... so fertile...,土地...如此肥沃...
CLOVER_DANCERS_04,Each breath shared...,每次呼吸共享...
CORAL_JUDGE_CHILD_06,We will serve! All will serve!,我们将服务！所有人都将服务！
GILLY_05,Hidden... searching...,隐藏...搜索...
ARCHITECT_03,...Always an Architect...,...总是建筑师...
WEAVER_SPIRE_01,...Faded...,...褪色...
THREAD_MEMORY_ARCHITECT_05,Can it end?,可以结束吗？
VAULTKEEPER_CARDINIUS_01,Transcend this mind so limited...,超越这种思想如此有限...
SONG_KNIGHT_05,Awake... Alone...Forever?,醒来...一个人...永远？
THREAD_MEMORY_SNARESETTER_04,...To keep us free...,...让我们自由...
ZAZA_LONE_04,Friend spider...,朋友蜘蛛...
DUSTROACH_POLLYWOG_03,Poison&#8217;s flow...,毒药流...
DUSTROACH_POLLYWOG_02,Grow or die!,成长或死！
DUSTROACH_POLLYWOG_01,Eat and grow...,吃和成长...
ROACHFEEDER_01,"Poke them, slash them...",戳他们，砍他们...
THREAD_MEMORY_SURFACE_06,We came... far...,我们来了...远...
CORAL_CREATURE_02,The crust conceals...,外壳隐藏...
THREAD_MEMORY_STEPS_START_03,"Why now, must we fade?",为什么现在，我们必须褪色？
LACE_02,Bring ruin...,带来废墟...
LACE_03,"Welcome, Spider. Welcome!",欢迎，蜘蛛。欢迎！
SLAB_FLY_01,You! You! You are the sinner!,你！你！你是罪人！
LACE_01,Bring chaos...,带来混乱...
AUTOMATON_01,...Am I...Who?...,...我是...谁？...
LACE_04,"Feel pain, so pure!",感到痛苦，如此纯净！
LACE_05,Feel freedom false!,感到自由错误！
BROODMOTHER_02,"Eggy, eggy...",Eggy，Eggy ...
DUCT_SUCKER_01,Eating... eat...,吃...吃...
CRADLE_07,That we may pray...,我们可以祈祷...
SONG_PILGRIM_03,Your ringing halls...,你的铃声...
SPINE_FLOATER_02,Dwellings deep...,栖所幽深……
BONEGRAVE_04,...Die and serve...,...死了...
FARMER_SCISSOR_04,Cut their Silk...,切丝...
FARMER_SCISSOR_05,Cut! Spool!,切！线轴！
FARMER_SCISSOR_06,Cut it all away!,将其全部剪掉！
MEMORY_CORALTOWER_01,For the river long...,对于河很长...
FARMER_SCISSOR_01,Cut! Stretch! Spin...,切！拉紧！旋转...
FARMER_SCISSOR_02,Cut their shells...,切贝壳...
FARMER_SCISSOR_03,Cut! Cut! Cut!,切！切！切！
FARMER_05,The air... the fields...,空气...田野...
FARMER_06,Are we only dregs?,我们只是碎石吗？
SWAMP_DRIFTER_02,Water... so nourishing...,水...滋养...
FARMER_01,"Spin it, send it...",旋转，发送...
FARMER_02,"Catch it, spool it...",抓住它，启动它...
FARMER_03,Why... always this?,为什么...总是这个？
RHINO_02,Vast... wild...,巨大...野性...
BELLBEAST_STRUNG_04,Chosen... caught...,选择...被抓住...
ROACHFEEDER_03,Locks tight...,锁紧...
THREAD_MEMORY_UNDERWISP_01,Heat... and quiet...,热...安静...
FLOWER_QUEEN_05,"...you too, distant shape...",...你也是遥远的形状...
SAND_CENTIPEDE_02,Scouring wind!,搜寻风！
CHOIR_08,All must gather! All must sing!,所有人都必须聚集！所有人都必须唱歌！
GRUBFARMER_MIMIC_05,To cleanssse...,要清洁...
ASPID_COLLECTOR_01,Seek the sweet...,寻求甜蜜...
CRAWFATHER_05,I condemn! I punish!,我谴责！我惩罚！
SAND_CENTIPEDE_04,"Rattling, wriggling...",嘎嘎作响，蠕动...
BELLTOWN_02,Almost there...,几乎在那里...
BONETOWN_ACT3_01,...Live...,...居住...
THREAD_MEMORY_SONG_SMALL_ROOM_03,...All to end... like this?,...全部结束...这样吗？
WARD_SURGERY_04,...Straps tight...,...皮带紧紧...
WARD_SURGERY_03,...How old?... How long?,...几岁？...多长时间？
WARD_SURGERY_02,...Fading... Forgetting...,...褪色...忘记...
WARD_SURGERY_01,...Pins... Pain...,...别针...疼痛...
SHELLWOOD_CREATURE_01,Shifting root... grasping branch...,移动根...抓握分支...
MEMORY_HUNTER_QUEEN_03,For these hunters bold...,对于这些猎人大胆...
CHAPEL_REAPER_06,...Gather... for the many...,...聚集...为很多...
ARBORIUM_KEEPER_02,"These lands, eternal...",这些土地，永恒...
CORAL_DRILLER_LONE_01,That scent... carried still...,那种气味...仍然带来...
SETH_03,Fateless and free...,无济于事...
FLEACARAVAN_06,We live and die and roam as one!,我们活着死，漫游！
CORAL_DRILLER_LONE_02,Alone! Alone!,独自的！独自的！
CORAL_DRILLER_LONE_05,Pierce your shell!,刺穿你的壳！
FLEA_LECH_01,The fleas&#8217; guiding light...,跳蚤＆＃8217;引导光...
ENCLAVE_05,"All haunted, even here...",所有人都闹鬼了，即使在这里...
THREAD_MEMORY_CRAWL_ASSISTANT_02,The buds must grow...,芽必须成长...
ROACHKEEPER_CHEF_03,For the work to sustain...,为了维持...
SLAB_FLY_CAGE_03,Be caged! Be caged!,笼罩！笼罩！
PILGRIM_DICE_03,Faces of the fallen...,堕落的面孔...
MEMORY_VERDANIA_CAPITAL_05,Our strength...,我们的力量...
STEEL_SERVANT_01,Cruel as steel!,像钢铁一样残酷！
MEMORY_SILKHEART_BELLBEAST_04,...Strong...,...强的...
WEAVER_SERVITOR_02,...await their return...,...等待他们的回归...
MEMORY_VERDANIA_CAPITAL_03,Reflection made real...,反思变得真实...
MEMORY_SILKHEART_WARD_03,...Strung to serve...,...绞尽们服务...
SWAMP_CREATURE_04,Resist the rot...,抵抗腐烂...
SWAMP_CREATURE_03,Feed... or starve...,饲料...或饥饿...
GRINDLE_03,"What they got I&#8217;ll take, my love!",他们在＃8217中得到了什么；我会接受的，我的爱！
SWAMP_CREATURE_01,Survive in smog...,在烟雾中生存...
SETH_GUARDIAN_01,Memories kept...,记忆保持...
WARD_SURGEON_01,O death! O sinful waste!,哦，死亡！哦，浪费！
CHAPEL_WANDERER_06,...The lands revealed...,...土地揭示了...
WARD_SURGEON_04,Silk... holy life...,丝绸...神圣的生活...
WARD_SURGEON_05,None may rest or idly lie...,没有人可以休息或闲着...
CORAL_JUDGE_02,Crush sin upon the step!,在脚步上粉碎罪！
SONG_GOLEM_02,WE... ARE... MANY...,我们...是...很多...
TROBBIO_06,These wings blaze radiant!,这些翅膀燃烧了辐射！
SETH_GUARDIAN_04,Sacred seeds...,神圣的种子...
MOSSCREEP_02,"In coral, in shell...",在珊瑚中，在外壳中...
PHANTOM_07,Free me from this fading fate...,让我摆脱这种褪色的命运...
MITE_GREYMOOR_03,Shriek and scratch them...,尖叫并刮擦...
SEAMSTRESS_04,Spin and spin. Forget the dead...,旋转和旋转。忘记死者...
MASK_MAKER_01,A mask to hide...,一个面具要隐藏...
DOCTOR_FLY_01,Yarnaby! The tortured one!,Yarnaby！折磨的人！
SLAB_FLY_FRESH_01,Light! Light!,光！光！
HUNTER_TINY_04,Strong together! Strong forever!,坚强！永远坚强！
THREAD_MEMORY_SILK_SIPHON_05,Remember my voice...,记住我的声音...
PEAKS_DRIFTER_04,Glidey! Glidey! Glidey!,滑行！滑行！滑行！
FARMER_WISP_01,"Father, father!",父亲，父亲！
HUNTER_TINY_02,Away... toward...,走开...走向...
THREADED_HUSK_02,...Why?... again...,...为什么？...再次...
PILGRIM_GENERIC_06,Raise me higher! Pull me closer!,抚养我更高！把我拉近！
PEAKS_DRIFTER_02,"Drifty, drifty, oh so nicely...",流浪者，流浪者，哦，很好...
FLOWER_QUEEN_02,...wandering seed...,...徘徊种子...
VAULT_KEEPER_ACOLYTE_02,The scrolls have spoken!,卷轴已经说了！
SPINE_FLOATER_01,Rising heat...,升温...
THREADED_HUSK_04,...Remember... shell...,...记住...外壳...
MEMORY_VERDANIA_WIDE_04,...Forgotten...,...忘记...
SHERMA_CITADEL_04,Let us keep our faith!,让我们保持信仰！
MEMORY_VERDANIA_WIDE_01,...Lands green...,...绿色...
MEMORY_VERDANIA_WIDE_03,...Free...,...自由的...
LACE_TOWER_06,"See me, your daughter...",见我，你的女儿...
LACE_TOWER_05,"See me, your knight...",见我，你的骑士...
LACE_TOWER_04,I will not fade! I will not take!,我不会消失！我不会接受！
LACE_TOWER_03,"A child, too broken...",一个孩子，太破了...
LACE_TOWER_02,See me cut! See me serve!,看到我切！看到我服务！
LACE_TOWER_01,Why her... Mother...,为什么她...妈妈...
MEMORY_VERDANIA_05,"For shoot, and sheath, and blade...",用于拍摄，鞘和刀片...
CORAL_WARRIOR_03,"For life... its beat, its flow...",一生...它的节奏，流动...
BELLTOWN_ACT3_02,Crushed... Consumed?,压碎...消耗？
OLD_PENITENT_01,"From wastes, from darkness...",来自废物，来自黑暗...
FLOWER_QUEEN_03,...it longs... the whole...,...渴望...整个...
RHINO_01,Break through!,突破！
VAULT_KEEPER_ACOLYTE_04,Secret songs for us to keep!,秘密歌曲供我们保留！
PLINNEY_SHELLGRAVE_01,"At world&#8217;s dim end, we met...",在世界昏暗的末端，我们遇到了...
VAULT_KEEPER_ACOLYTE_01,We are blessed! We are chosen!,我们很幸运！我们被选中！
FLAME_CREATURE_04,Protection in pain...,痛苦的保护...
FLAME_CREATURE_03,Never enough...,永远不会...
FLAME_CREATURE_02,Deeper... Hotter....,更深...更热...
FLAME_CREATURE_01,Feel its burn...,感到燃烧...
SONG_GOLEM_03,VOICES... TOGETHER...,声音...在一起...
SWAMP_MUCKMAN_02,They wither! We survive!,他们枯萎了！我们生存！
CORAL_KING_05,"In my name, conquer all!",以我的名义征服所有！
STEEL_SERVANT_03,Escape! Escape!,逃脱！逃脱！
THREAD_MEMORY_DOCK_FLINTSLATE_02,...Ignite... Incinerate...,...点燃...焚化...
DUSTROACH_01,Gouge and gnaw...,gouge和gnaw ...
BELL_CREATURE_03,"Shining shells, find your own...",闪闪发光的贝壳，找到自己的...
ROACHFEEDER_04,"Sharp jaws, and teeth...",尖锐的下巴和牙齿...
SNITCH_CAVE_05,Give it all to us!,全部给我们！
ARBORIUM_KEEPER_01,"Our past, remembered...",我们的过去，记得...
WRAITH_02,Nothing for you... here...,什么都不适合你...在这里...
GREAT_GOURMAND_03,...EAT... FEED...,...吃...饲料...
KRATT_LONE_04,"O fleas, o fleas!",哦，跳蚤，哦，跳蚤！
CHOIR_07,Waver not! Wither not!,摇摆不！枯萎不是！
UNDERSTORE_02,These halls kept clean...,这些大厅保持干净...
CHAPEL_SHAMAN_03,...All ours...,...我们所有的...
THREAD_MEMORY_SWAMP_JAILER_03,Surrounded...,包围...
CRADLE_10,Highest... holy...,最高...圣洁...
SPLINTER_QUEEN_04,"Sisters, sisters, so long gone!",姐妹，姐妹，这么早就走了！
GARMOND_FIGHTER_04,"For their sake, fight fiercely on!",为了他们的缘故，激烈的战斗！
SONG_PILGRIM_01,To live eternal... in the light...,永恒的生活...在光线下...
SONG_PILGRIM_02,I am chosen!,我被选中！
GLOOM_01,...,...
SONG_PILGRIM_04,Your shining walls...,你闪亮的墙...
SONG_PILGRIM_05,The song...,这首歌...
SONG_PILGRIM_06,Where is the song?,这首歌在哪里？
SONG_PILGRIM_07,When may I rest?,我什么时候可以休息？
SONG_PILGRIM_08,Is this the way?,这是路吗？
SONG_PILGRIM_09,None shall starve...,没有人会饿...
WISP_LAMP_01,"Burning shape, all together...",燃烧的形状，一起...
MR_MUSH_04,But Mister Mushroom readjusts...,但是蘑菇先生的重新调整...
VAULTKEEPER_CARDINIUS_03,Through knowledge... release...,通过知识...释放...
THREAD_MEMORY_CORAL_TOWER_02,All lost to fear...,所有人都因恐惧而失去...
SHAKRA_01,Beyond land&#8217;s bounds...,超越土地的边界...
SHAKRA_03,We fall with weapons high...,我们用武器高...
SHAKRA_02,Warrior&#8217;s call...,战士的电话...
TORMENTED_TROBBIO_03,Pain... Despair... Torment...,痛苦...绝望...折磨...
MOSSMOTHER_06,Follow creeping green...,跟随蠕动的绿色...
MOSSMOTHER_05,"My young, my young...",我的年轻人，我的年轻...
MOSSMOTHER_04,See what you&#8217;ll become!,看看您会变成什么！
MOSSMOTHER_03,"See my form, now!",现在看看我的表格！
MOSSMOTHER_02,Eat... grow... hide away...,吃...长大...躲开...
MOSSMOTHER_01,For none but us...,除了我们之外没有...
WARD_SURGEON_03,We cut you away!,我们把你砍掉！
FLEATOPIA_ACT3_04,"All fleas must gather, now or never...",所有跳蚤必须聚集，现在或永远不会...
THREAD_MEMORY_SURFACE_04,Friends seduced...,朋友被诱惑...
FLEATOPIA_ACT3_02,"These caves quake black, and shake, and groan...",这些洞穴颤抖黑色，摇晃，吟...
FLEATOPIA_ACT3_03,"The ritual calls, before the end...",结束前的仪式电话...
DOCK_WORKER_01,For grace above...,在上面的恩典...
FLEATOPIA_ACT3_01,"Our home found safe, so briefly known...",我们的家发现安全，非常著名...
MEMORY_SILKHEART_BELLBEAST_03,...Bound...,...边界...
MEMORY_SILKHEART_BELLBEAST_02,...Summoned by Silk...,...由丝绸召唤...
MITE_MOTHER_GREYMOOR_01,Screech and smash them...,尖叫并粉碎它们...
BLOAT_ROACH_01,Gurgling... gasping...,gurgling ...喘着粗气...
CHOIR_01,"Raise your voices, chosen few!",提高您的声音，少见！
FIRST_SINNER_08,The sin... the truth...,罪...真相...
ROSARY_THIEF_04,"Click clacky, lovely lovely!",点击杂物，可爱可爱！
ROSARY_THIEF_05,"Shiny shiny, takey takey!",闪亮的闪亮，Takey Takey！
FIRST_SINNER_05,Cursed by Silk!,被丝绸诅咒！
DUST_TRADER_02,"Knock me on the head, old girl!",敲我的头，老女孩！
FIRST_SINNER_07,Cursed to know...,诅咒知道...
AUTOMATON_05,...To mend...,...修补...
FIRST_SINNER_01,I did not wane!,我没有下降！
FLEACARAVAN_05,The ritual beckons... the road is long...,仪式招手...路很长...
FIRST_SINNER_03,Sustained by fury!,由愤怒维持！
FIRST_SINNER_02,I did not forget!,我没有忘记！
DUCT_SUCKER_05,Slime... Slick...,史莱姆...光滑...
OLD_PENITENT_06,The sin... the sin!,罪...罪！
SNAIL_SHAMAN_10,Glimmering trails...,闪烁的小径...
CORAL_DRILLER_DUO_06,We found each other...,我们互相找到...
STEEL_SENTINEL_02,Bound by purpose...,有目的的约束...
STEEL_SENTINEL_03,Bound by ore...,由矿石约束...
BROODMOTHER_06,Eat the food...,吃食物...
ROOF_CRAB_YOUNG_02,"The great one, defeated...",伟大的人，被击败...
PILGRIMS_REST_04,I will survive!,我会活下去！
MEMORY_FIRST_SINNER_04,Know our truth...,知道我们的真理...
MR_MUSH_03,Caps and shells may fall to dust...,帽子和贝壳可能会掉到灰尘...
COGWORK_DANCERS_03,Claws clash! Blades sing!,爪冲突！刀片唱歌！
THREAD_MEMORY_UNDERWISP_03,Toil no more...,不再辛苦...
THREAD_MEMORY_PONTIFF_02,We prayed a cage...,我们祈祷一个笼子...
HALFWAY_HOUSE_03,"To sit, to rest... to stop...",坐着，休息...停止...
SONG_HANDMAIDEN_04,...Ours by right...,...我们的权利...
CORAL_DRILLER_LONE_03,Empty... nest...,空...巢...
DOCK_ELDER_B_04,"For Pharloom, we toil...",对于涉足涉及的人，我们辛劳...
ASPID_COLLECTOR_03,Flee the danger...,逃离危险...
FLOWER_01,"Drifting, dancing, falling seeds...",漂流，跳舞，落下种子...
SHAKRA_ACT3_04,For those too weak...,对于那些太虚弱的人...
BELL_CREATURE_04,"Watch the darkness, hear the bells...",看黑暗，听到铃铛...
DUCT_SUCKER_04,Touching... tasting...,触摸...品尝...
SHAKRA_ACT3_05,My rings ready... for you all...,我的戒指准备...为你们所有人...
UNDERSTORE_03,Rest and fade...,休息并褪色...
BONETOWN_ACT3_05,...Save us...,...拯救我们...
BELL_CREATURE_02,"Rings from low, hidden prey...",低矮的隐藏猎物的戒指...
PHANTOM_04,Silk stretched thin...,丝绸拉伸薄...
FLOWER_QUEEN_06,...convened within... lost without...,...在内部召集...迷路没有...
FLOWER_QUEEN_04,...reaching... forward and out...,...伸手...向前和外...
ROOF_CRAB_YOUNG_03,"Fallen shell, fallen feast!",堕落的贝壳，堕落的盛宴！
WISP_LAMP_03,Burn it! Burn it!,燃烧！燃烧！
CHAPEL_REAPER_02,...Praise their toil...,...赞美他们的辛劳...
SHELLWOOD_CREATURE_04,"Climbing, climbing...",攀登，攀登...
GREY_WARRIOR_05,Scouring wind...,搜寻风...
MEMORY_VERDANIA_08,Peace earned by claw...,爪子赢得的和平...
BONE_CREATURE_05,"Digging, hiding...",挖掘，隐藏...
SHELLWOOD_CREATURE_02,"Creeping, creeping...",爬行，爬行...
SHELLWOOD_CREATURE_03,"High and low, all around...",高和低，周围...
THREAD_MEMORY_SWAMP_UMBRELLA_02,Dear sisters...,亲爱的姐妹...
PINSTRESS_MOUNTAIN_01,Pin&#8217;s edge... Kingdom&#8217;s peak...,PIN＆＃8217;王国的峰值...
MEMORY_VERDANIA_02,All born brave...,所有天生的勇敢...
THREAD_MEMORY_CHEF_02,Carve and cook...,雕刻和烹饪...
THREAD_MEMORY_CHEF_03,Let none go hungry...,让一个人饿了...
THREAD_MEMORY_CHEF_04,Holy bounty...,赏金...
THREAD_MEMORY_CHEF_05,Eternal feast!,永恒的盛宴！
THREAD_MEMORY_CHEF_06,Food... life...,食物...生活...
THREAD_MEMORY_CHEF_01,Boil and bake...,煮烤...
WRAITH_01,You are not wanted here!,您不想要这里！
MEMORY_VERDANIA_04,Sprout tall... Spread far...,发芽高...蔓延远...
CRADLE_ACT3_03,...We sung...,...我们演唱...
UNDERWORKER_LOAM_03,More... More... More...,更多...更多...更多...
GILLY_FINAL_01,Is this... long trail&#8217;s end?,这是...漫长的踪迹＆＃8217;
ROOF_CRAB_01,Become like stone...,变得像石头...
PILGRIM_SHOPKEEP_02,Blessed am I...,祝福我...
PILGRIM_SHOPKEEP_03,Guide my ascent...,指导我的上升...
WISP_TOTEM_01,"Dancing, dancing, burn away!",跳舞，跳舞，燃烧！
LAST_CONDUCTOR_04,Only our sickness...,只有我们的病...
BONE_WORM_01,Dig... dig... dig...,挖...挖...挖...
SWAMP_SHAMAN_04,Obey me! Obey me!,服从我！服从我！
TROBBIO_04,See my flare!,看到我的耀斑！
PILGRIMS_REST_ACT3_04,...Please...,...请...
COGWORK_DANCERS_LONELY_01,You and I... ...,你和我... ...
UNDER_HANGING_GOLEM_04,...REMEMBER US...,...记住我们...
PILGRIMS_REST_ACT3_03,...Pharloom...,...伪装...
MITE_GREYMOOR_01,"Smell it, starving...",闻到它，饿了...
TROBBIO_02,Awake and witness!,醒来见证！
HUNTER_02,Strike hard. Strike lethal...,努力罢工。致命...
THREAD_MEMORY_ANT_TRAPPER_02,...The hunt...,...狩猎...
ROCK_ROLLER_02,Find the glint... Seek the gleam...,找到闪闪发光...寻求闪闪发光...
CORAL_JUDGE_CHILD_03,We are chosen! All are chosen!,我们被选中！所有人都被选！
BELLBEAST_BATTLE_02,Return to the bells...,回到铃铛...
BELLBEAST_BATTLE_03,"Feeding, growing...",进食，成长...
RUINED_CHAPEL_06,...Pale essence...,...苍白的本质...
BELLBEAST_BATTLE_01,Time will come...,时间会来...
FORGE_DUO_04,Tempered... molded...,钢化...模制...
PINSTRESS_03,An order lost of maidens fair...,失去少女的命令。
FARMER_WISP_03,All is fire!,一切都是火！
HUNTER_MERCHANT_03,"The last, loyal... loved...",最后一个忠诚的...爱...
FORGE_DUO_01,Heat it... Shape it...,加热...塑造它...
THREAD_MEMORY_SILK_SIPHON_01,To serve... beyond shell...,服务...超越壳...
WEAVER_SERVITOR_BROKEN_05,...obey... LOSTORHIDDEN...,...服从...迷失的人...
WEAVER_SERVITOR_BROKEN_06,...WAKE... guard... WAKE...,...唤醒...警卫...唤醒...
THREAD_MEMORY_SWAMP_UMBRELLA_04,Feared by all...,所有人都害怕...
MOSSCRAWLER_GIANT_01,Mother&#8217;s voice... distant...,母亲的声音...遥远...
MEMORY_SILKHEART_BELLBEAST_01,...Serve...,...服务...
THREADED_HUSK_06,...The pain... forget the pain...,...痛苦...忘记痛苦...
PILGRIM_GENERIC_02,Am I worthy?,我值得吗？
GOURMAND_SERVANT_05,You are the best of us!,你是我们最好的！
CHOIR_04,"Fill the chambers, sacred song...",填满会议厅，神圣的歌...
SLAB_FLY_FRESH_02,Mother...,母亲...
GREY_WARRIOR_03,Tower...,塔...
SHAKRA_ACT3_03,For those remaining...,对于那些剩下的...
THREAD_MEMORY_CORAL_TOWER_04,Remember our rule...,记住我们的规则...
PILGRIM_GENERIC_08,Raise my shell! Pull me closer!,举起我的壳！把我拉近！
HUNTER_MERCHANT_04,Why this way?,为什么这样？
DUCT_SUCKER_06,Sliding... wet...,滑动...湿...
CRADLE_09,...Eternal...,...永恒...
HUNTER_QUEEN_01,Know my pride!,知道我的骄傲！
RUNT_01,Why so small?,为什么这么小？
SETH_02,Where others tread... and beyond...,别人踩在哪里...及以后...
RUNT_03,To grow... and be...,成长...并...
GREY_WARRIOR_06,Our might...,我们的可能...
UNDER_HANGING_GOLEM_03,...LIGHT...SEE US...,...光...见我们...
RUNT_04,To feed...,喂...
MASK_MAKER_02,A mask to be...,面具是...
MASK_MAKER_03,Fresh faces for all...,所有人的新面孔...
MASK_MAKER_04,A land defined...,一块定义的土地...
EVA_02,This life confined...,这一生限制...
BELLTOWN_ACT3_04,Why must we suffer?,我们为什么要受苦？
GREEN_PRINCE_03,You and I... always...,你和我...总是...
PHANTOM_03,Discarded...,丢弃...
PILGRIM_DICE_01,Worn and winding ways...,磨损和蜿蜒的方式...
BLUE_SCIENTIST_ACT3_01,We can save them... still...,我们可以保存他们...仍然...
BANK_WIDE_01,...Count... Collect... Conserve...,...计数...收集...保存...
EVA_04,Our senses&#8217; limits...,我们的感官＆＃8217;极限...
THREAD_MEMORY_DOCK_FLINTSLATE_04,...Pharloom&#8217;s might...,...伪造＆＃8217;可能...
SONG_KNIGHT_04,Siblings...Gone...,兄弟姐妹...走了...
ASPID_COLLECTOR_04,For the hatching...,用于孵化...
UNDERWORKER_LOAM_02,Harder... Longer...,更难...更长的...
FLOWER_QUEEN_01,...the form... a memory...,...形式...记忆...
COGWORK_DANCERS_LONELY_04,... ...Threshold...,... ...临界点...
MEMORY_SHELLWOODSHRINE_03,Serve... Eat... Sustain...,服务...吃...维持...
MEMORY_SHELLWOODSHRINE_02,Twist... Wind... Protect...,扭曲...风...保护...
MEMORY_SHELLWOODSHRINE_01,Grow... Settle... Seed...,成长...定居...种子...
BONETOWN_08,"For you, dear Pharloom...",为您，亲爱的pharloom ...
BONETOWN_09,Climb to glory!,攀登荣耀！
PINSTRESS_05,I remember you... My sisters passed...,我记得你...我的姐妹们过去了...
BELLBEAST_BATTLE_04,Meat for the young...,年轻的肉...
MEMORY_SHELLWOODSHRINE_04,Bramble... Root... Branch...,bramble ...根...分支...
CITADEL_BAT_02,"Hiding, hiding...",隐藏，隐藏...
BONETOWN_02,To reach your light...,到达你的光...
FLEA_LECH_04,"The flea of fleas, oh yes!",跳蚤的跳蚤，哦，是的！
ENCLAVE_ACT3_02,Crushed... Consumed?,压碎...消耗？
ENCLAVE_ACT3_03,What new sin?,什么新罪？
BONETOWN_06,Defeat your fear...,击败你的恐惧...
ENCLAVE_ACT3_01,What new test?,什么新测试？
ENCLAVE_ACT3_06,Our path...,我们的道路...
BONETOWN_05,Save your strength...,节省你的力量...
ENCLAVE_ACT3_04,Why must we suffer?,我们为什么要受苦？
ENCLAVE_ACT3_05,"Pharloom, we failed...",滑织，我们失败了...
RHINO_03,Gouging rock...,凝结岩石...
SNITCH_CAVE_01,"Sneaking, snatching...",偷偷摸摸，抢夺...
CRAWFATHER_01,"Hear me, hear me!",听我说，听到我的声音！
CRAWFATHER_02,O clattorous chorus!,o olake colles！
CRAWFATHER_03,This spinderous spiderling....,这个辛辣的蜘蛛。
CRAWFATHER_04,Sinner! I say sinner!,罪人！我说罪人！
THREAD_MEMORY_BLOOM_01,...Spirit of the wood...,...木材的精神...
CRAWFATHER_06,A calamitous criminal!,灾难性的罪犯！
CURIOUS_PILGRIM_02,Thread... holds memory...,线程...保持内存...
WEAVER_SERVITOR_BROKEN_04,...ENEMY...,...敌人...
THREAD_MEMORY_UNDERWISP_04,Too tired... Too hungry...,太累了...太饿了...
LADYBUG_01,Take your aim...,瞄准你的目标...
FIELDS_CREATURE_04,Leaves hide...,叶子藏起来...
SHAKRA_04,We fight on... fearless...,我们在...无所畏惧的...
VAULTS_STATUE_03,Devout... unwavering...,虔诚...坚定不移...
BONEGRAVE_01,...Not worthy...,...不值得...
BELLBEAST_STRUNG_03,Fight... struggle...,战斗...挣扎...
THREAD_MEMORY_SNARESETTER_02,...Our runes... Our Silk...,...我们的符文...我们的丝绸...
ZAZA_LONE_02,Hunter in red...,红色的猎人...
STEEL_SENTINEL_01,Watch long... Record clear... Remember...,看长...记录清晰...记住...
LADYBUG_03,Old tribe&#8217;s gone...,老部落走了...
FLOWER_03,Sleeping... Sleeping...,睡觉...睡觉...
PINSTRESS_06,You were the finest... bravest... caste...,你是最好的...最勇敢的...种姓...
FLEAFESTIVAL_02,Joy and merry till it all ends...,欢乐和快乐直到一切结束...
MEMORY_VERDANIA_CAPITAL_06,Our land...,我们的土地...
SHERMA_WARD_02,How did it escape the Citadel&#8217;s sight?,它如何逃脱城堡＃8217的视线？
DOCK_WORKER_05,Seek the shine... find the ore...,寻求光泽...找到矿石...
UNDERSTORE_05,See us faithful!,看到我们忠实！
AUTOMATON_03,...The Core...Holy...,...核心...圣洁...
FLEACARAVAN_03,All fleas must find us...,所有跳蚤必须找到我们...
MEMORY_VERDANIA_06,Stones washed green...,石头洗了绿色...
ROSARY_THIEF_02,"Show me, show me...",告诉我，给我看...
THREAD_MEMORY_UNDERSTORE_LARGE_PILGRIM_04,...No... more...,...不再...
FORGE_DUO_03,Forged by holy duty...,由圣职锻造...
PINSTRESS_MOUNTAIN_02,A noble end is all we seek!,我们只想崇高的结局！
FLEATOPIA_06,"Soon... the ritual, bold, loud, strong!",很快...仪式，大胆，大声，坚强！
WISP_LAMP_04,Swoop... Burn... Seek!,俯冲...燃烧...寻求！
CORAL_WARRIOR_01,For the river long...,对于河很长...
UNDER_HANGING_GOLEM_05,...WE WERE MANY...,...我们很多...
